TypeName,BranchName,Buy,Sell,date
SJC,Đà Nẵng,129000.0,132800.0,2025-09-12 09:28:27
SJC,Đà Nẵng,129000.0,132600.0,2025-09-12 09:28:28
SJC,Đà Nẵng,129000.0,132400.0,2025-09-12 09:31:15
SJC,Đà Nẵng,128400.0,132400.0,2025-09-12 09:31:18
SJC,Đà Nẵng,128400.0,131900.0,2025-09-12 13:11:59
SJC,Đà Nẵng,128400.0,131400.0,2025-09-12 13:24:37
SJC,Miền Tây,130300.0,133300.0,2025-09-12 08:13:46
SJC,Miền Tây,129500.0,133300.0,2025-09-12 08:29:06
SJC,Miền Tây,129500.0,132800.0,2025-09-12 08:29:09
SJC,Miền Tây,129000.0,132800.0,2025-09-12 09:28:27
SJC,Miền Tây,129000.0,132600.0,2025-09-12 09:28:28
SJC,Miền Tây,129000.0,132400.0,2025-09-12 09:31:15
SJC,Miền Tây,128400.0,132400.0,2025-09-12 09:31:18
SJC,Miền Tây,128400.0,131900.0,2025-09-12 13:11:59
SJC,Miền Tây,128400.0,131400.0,2025-09-12 13:24:37
SJC,Tây Nguyên,130300.0,133300.0,2025-09-12 08:13:46
SJC,Tây Nguyên,129500.0,133300.0,2025-09-12 08:29:06
SJC,Tây Nguyên,129500.0,132800.0,2025-09-12 08:29:09
SJC,Tây Nguyên,129000.0,132800.0,2025-09-12 09:28:27
