TypeName,BranchName,Buy,Sell,date
PNJ,TPHCM,154000.0,157000.0,2025-12-26 14:46:01
PNJ,Hà Nội,154000.0,157000.0,2025-12-26 14:46:01
PNJ,Đà Nẵng,154000.0,157000.0,2025-12-26 14:46:01
PNJ,Miền Tây,154000.0,157000.0,2025-12-26 14:46:01
PNJ,Tây Nguyên,154000.0,157000.0,2025-12-26 14:46:01
PNJ,Đông Nam Bộ,154000.0,157000.0,2025-12-26 14:46:01
